obj_0,obj_1,obj_2,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11
0.0,2.1717035503355215,5.08522267551821,0.29925942234310565,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,0.28251987126959116,6.974406354584141,0.03893106564361614,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,0.8059983308826802,6.450927894971051,0.11106607753723713,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,6.0760300075820295,1.1808962182717022,0.8372732226401024,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,1.0112805871420965,6.245645638711636,0.139353847024003,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,0.0,7.139877177439235,0.0,0.0001126738511434066,0.49996153014232747,0.4999801456069855,0.5003352581872534,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5006361905395271
0.0,1.1687417234657345,6.088184502387998,0.16105189540193227,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,113.82089536849085,0.0,1.0,0.0,0.49262935623732723,0.4901531622404229,0.0,0.5056832490340746,0.9788403215899434,0.5086464573205941,0.5030608307673677,0.4955572199000488,0.5107808500003412,1.0
0.0,1.045483455858223,6.211442769995509,0.14406698143541186,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
194.8287429772707,0.0,0.0,1.0,1.0,0.8303598406219839,0.47678153673748264,1.0,0.0,0.5083303243615747,0.5141379954876015,0.5031701244370002,0.5042191610856794,1.0,1.0
0.0,0.0,7.256926225853732,0.0,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.0,7.256926225853732,0.0,1.0,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
245.74527769535953,0.0,0.0,1.0,1.0,0.8303598406219839,0.47678153673748264,0.0,0.0,0.5082512744176009,0.5217676478422987,0.000297667576167171,0.5040814942929336,0.0,0.985688981779715
1.1882753067316223e-06,1.9024875854828316,5.35444169420972,0.2621616373693722,6.245899177551134e-07,0.49996153014232747,0.4999801456069855,0.4999285727612035,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
7.251721876955141,0.0,0.0,1.0,1.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5012827937058334
0.0,1.9024875313799736,5.354438197610142,0.2621616373693722,0.0,0.49996153014232747,0.4999801456069855,0.49992890950337066,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.23333033587766397,130.46262063188092,0.0,1.0,0.0017852912362619731,0.49262935623732723,0.4901531622404229,1.0,0.5056832490340746,0.9788403215899434,1.0,0.0,0.4955572199000488,0.5107808500003412,0.0
0.24720269942835568,6.82597591267326,0.056099155651933366,0.9921311586559756,0.0349493082226727,0.49996153014232747,0.4999801456069855,0.49992890983127325,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5006361905395271
0.0,1.9024876616385529,5.354438564215179,0.2621616373693722,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
0.12563462227444172,0.12532895194490656,0.25096357421934795,0.5000000000000003,0.5006089934176423,0.49996153014232747,0.4999801456069855,0.49994524392211354,0.5000255219558726,0.500021009336411,0.4999889266616582,0.4999487026799852,0.4999210596292136,0.5000024670830486,0.5000675234402999
0.0,1.8851999966293802,5.371726229224352,0.2597794076937303,0.0,0.49996153014232747,0.4999801456069855,0.4999288741224331,0.49996657873356976,0.4989410670424773,0.5081867018347089,0.4999487026799852,0.4998003630737237,0.500021679068283,0.5013031968636428
