obj_0,obj_1,obj_2,obj_3,obj_4,obj_5,obj_6,obj_7,obj_8,obj_9,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9
1.0595692122166398,3.8846523790819945e-81,3.721752023881532e-13,2.180042492844278e-55,0.0036843880112416333,1.7055001734957204e-45,2.239471608831875e-05,4.0381797156098594e-10,0.004413489413732081,4.6639978782391326e-24,0.5814,0.9424,0.8014,0.8939,0.3549,0.9407,0.2826,0.7473,0.1562,0.2559
1.0042118880139619,5.029659814078323e-25,2.1405534873568195e-55,4.288812730428935e-20,0.0004949744179542616,4.221966186004777e-37,7.602806493766701e-17,1.6458045184560596e-30,1.5774125366313288e-100,2.842349503496942e-62,0.2413,0.1,0.5014,0.6868,0.4308,0.9225,0.6373,0.2827,0.5689,0.5649
0.9999763230239721,7.88580419129992e-24,1.3988088792754594e-08,2.2232166219097558e-07,1.6316914897833647e-19,5.628981144918029e-26,0.02568943713719803,8.19338417699717e-32,2.3963631087712547e-14,2.073029128228217e-07,0.8535,0.7275,0.4866,0.9597,0.5566,0.6459,0.8541,0.8308,0.5848,0.5175
1.00127449,5.722918545373321e-100,3.463835082532025e-11,8.993544925677419e-10,5.493560092628595e-103,4.013076730858727e-46,7.336988255924089e-37,1.0329448020637357e-13,3.710317658207591e-13,1.5085536711621277e-24,0.5752,0.7477,0.7382,0.4332,0.35,0.0945,0.8083,0.7824,0.1013,0.5357
1.075232934378082,1.0422585680191977e-79,4.224059227642158e-19,0.011586545004269639,6.296787754391523e-06,4.312190816287521e-53,1.8082716599334956e-34,3.48701350908691e-18,6.659130992922527e-10,1.2012133949897766e-06,0.868,0.8053,0.6655,0.4574,0.2979,0.8825,0.9514,0.6516,0.1614,0.2256
1.0339296399999816,1.0880313618765469e-49,3.1283435873747645e-54,8.504361520162571e-09,1.218103908098326e-28,8.74953945362827e-13,5.851163234409218e-70,3.5346605583735885e-30,1.9509096679482567e-07,7.788334512682527e-103,0.0948,0.8527,0.5051,0.2021,0.7539,0.5233,0.8264,0.2903,0.3223,0.3158
0.6597584797869823,1.2545871723569482e-15,3.963152820364396e-82,9.220246918324107e-20,2.06545007083785e-101,1.2543889400545595e-65,1.226857549243225e-37,3.061047852188376e-11,0.889477678850479,5.108816879470016e-37,0.4312,0.9948,0.7847,0.4273,0.2243,0.0984,0.6449,0.1534,0.7093,0.1722
0.8256140041601729,1.2496538463239402e-82,1.168887797325952e-08,1.1500101285280558e-116,3.9325950559186564e-174,2.8928875323319324e-11,8.031324852915171e-07,6.742315338989439e-46,0.6349452778311483,1.3893024917176226e-24,0.5745,0.9913,0.3525,0.8668,0.7825,0.0184,0.0691,0.8309,0.1513,0.7038
1.014530623620803,5.085756246148243e-27,1.3940476196930179e-07,2.741508909971724e-37,3.1195973771916583e-62,6.977016483541294e-124,1.7718218002428255e-17,0.005279407483299457,1.9444400104970206e-40,8.984366053836007e-16,0.7039,0.3989,0.9445,0.6768,0.0584,0.2415,0.4289,0.85,0.5433,0.3794
1.0004708899999921,5.4082058196801514e-11,1.553404169080994e-41,1.2365407183095086e-07,7.082268436067087e-22,2.7407019580342687e-99,5.5285822218133504e-21,1.01179144514041e-55,1.1266198241042876e-08,2.3951351585552394e-66,0.2197,0.829,0.2806,0.6244,0.1029,0.6117,0.8491,0.389,0.7859,0.5217
1.0047693568229323,4.154648312896789e-55,9.329537605557068e-23,2.9698507048481315e-20,3.889632496969266e-08,7.818277987149143e-101,1.1137913151144841e-14,3.152442877019433e-17,0.0,0.0,0.0,0.0,0.6807765845278853,0.7219151828113319,0.0993,0.8393,0.6349587079791841,0.5994,0.2845794135661597,0.4309394698620604
6.393011496593461e-17,2.692408328796744e-34,1.8949970168015215e-50,6.548893662022082e-36,0.0,1.4323248866243913e-30,0.0,1.0440580093859755,1.8610983953064578e-76,3.5807184721863244e-05,0.8982376540568935,0.174,1.0,0.0,0.7270129749538286,0.0,0.6429,0.46,0.6672416622700197,0.2901
1.00531441,3.246187064131909e-57,8.63199095163471e-43,4.327910050938713e-43,2.0171914565049494e-85,8.620974722595249e-113,6.034162484015956e-48,8.700773480227239e-10,4.738031396688093e-76,1.6853292347940993e-36,0.4368,0.1757,0.808,0.3356,0.0754,0.1416,0.3753,0.3779,0.2711,0.5729
1.0009796899999568,2.385649645887545e-28,2.946333290487086e-07,2.486773834902846e-63,3.559925696325906e-09,2.0463359670652455e-73,7.077365017052079e-98,1.8920762038898572e-10,2.0878084821959145e-88,1.2165553660890425e-119,0.0644,0.1322,0.7958,0.1063,0.1867,0.8195,0.2355,0.8565,0.527,0.5313
1.022854987621192,1.3986215847260225e-31,1.1166023140577488e-06,1.7744297501101648e-25,2.4598781460577674e-09,2.553466161107589e-12,1.2206576712411046e-09,7.39910229390776e-30,0.0036331441035938683,2.1162203510557536e-50,0.3171,0.9409,0.5089,0.8106,0.7621,0.8163,0.5629,0.8678,0.4891,0.6512
1.02569609,6.650722083984341e-66,1.4019442693068465e-51,3.351134320358089e-19,3.842684357876382e-12,3.878153649065755e-85,2.1384936435799705e-117,6.957224570452728e-166,6.543198374707289e-37,7.485764031149618e-29,0.5208,0.4326,0.0222,0.0678,0.1425,0.7652,0.6504,0.3086,0.2219,0.6603
1.0509404892343195,2.416182496674992e-30,1.2914934858656254e-23,1.4463812837635265e-77,5.27791188413099e-57,5.723761413389861e-109,1.1837934457038064e-18,3.978125826602835e-46,4.011694231749691e-05,2.9221154150925664e-15,0.712,0.8992,0.3498,0.6585,0.0823,0.2723,0.1696,0.5874,0.5031,0.2743
